id;short_name;name;country;max_distance_to_land;lat_min_box;lat_max_box;lon_min_box;lon_max_box;lat.centre;lon.centre;lwl_data;lwe_data;lswt_data;lic_data;lwlr_data;mean_depth;surface_area;volume;phosphorous
601;GLWD00000601;Krasnodarskoye;Russian Federation;5.6;44.8375;45.2208;39.0458;39.6375;44.9625;39.1986;False;False;True;True;True;;;;
706;GLWD00000706;Beysugskiy;Russian Federation;5.6;46.0042;46.2958;38.2125;38.6208;46.0958;38.4764;False;False;True;True;True;;;;
825;GLWD00000825;Tishke;Russian Federation;4.4;66.1542;66.3958;31.5625;32.1792;66.2597;31.9069;False;False;True;True;True;;;;
936;GLWD00000936;Yanisyarni;Russian Federation;5.2;61.8458;62.1708;30.6875;31.1125;61.9792;30.9708;True;False;True;True;True;;;;
1319;GLWD00001319;Svir';Russian Federation;3;60.9458;61.2625;34.7375;35.5292;61.1569;34.8819;False;False;True;True;True;;;;
1608;GLWD00001608;Kirpilskiy;Russian Federation;2.3;45.6875;45.9875;38.0125;38.3042;45.8708;38.1708;False;False;True;True;True;;;;
2027;GLWD00002027;Kostromskoye;Russian Federation;2.9;57.7458;58.0542;40.5208;40.9625;57.9153;40.7069;False;False;True;True;True;;;;
2226;GLWD00002226;Khanskoye;Russian Federation;3.8;46.1042;46.3458;38.2708;38.5375;46.2625;38.3458;False;False;True;True;True;;;;
2961;GLWD00002961;Kurchanskiy;Russian Federation;2.3;45.1958;45.3708;37.3792;37.6125;45.2847;37.4736;False;False;True;True;True;;;;
2985;GLWD00002985;Zhizhitskoye;Russian Federation;2.6;56.1458;56.3208;31.1292;31.3792;56.2208;31.2431;False;False;True;True;True;;;;
3097;GLWD00003097;Vyshnevolotskoye;Russian Federation;2.2;57.4708;57.6625;34.2792;34.5542;57.5569;34.4708;False;False;True;True;True;;;;
200000065;CGL200000065;Krasnyy;Russian Federation;1.6;63.3042;63.4292;44.6125;44.7542;63.3625;44.6875;False;False;True;True;True;;;;
300001118;HYLA00001118;Palyeozero;Russian Federation;2.7;62.4542;62.7292;33.6708;33.8875;62.5958;33.7875;False;False;True;True;True;;;;
300011666;HYLA00011666;None;Russian Federation;2.3;66.8875;67.1792;33.9542;34.2875;67.0458;34.1236;False;False;True;True;True;;;;
300011916;HYLA00011916;None;Russian Federation;1.5;64.9792;65.1375;33.0542;33.7042;65.0375;33.4708;False;False;True;True;True;;;;
300011991;HYLA00011991;None;Russian Federation;2;64.3542;64.5292;33.8458;34.1375;64.4292;34.0375;False;False;True;True;True;;;;
300012021;HYLA00012021;None;Russian Federation;1.9;63.9458;64.2625;34.1625;34.4208;64.1569;34.3125;False;False;True;True;True;;;;
300012060;HYLA00012060;None;Russian Federation;2.5;63.8625;64.0625;35.0042;35.3208;63.9708;35.1597;False;False;True;True;True;;;;
300012093;HYLA00012093;None;Russian Federation;1.7;63.6875;63.8375;35.2375;35.5875;63.7625;35.4542;False;False;True;True;True;;;;
300012150;HYLA00012150;None;Russian Federation;3;63.3625;63.5792;32.7458;33.1458;63.4875;32.9819;False;False;True;True;True;;;;
300012234;HYLA00012234;None;Russian Federation;1.9;62.7375;62.9208;35.2542;35.4958;62.8375;35.3542;False;False;True;True;True;;;;
300012284;HYLA00012284;None;Russian Federation;2.1;62.4958;62.7208;33.9458;34.2292;62.6514;34.0542;False;False;True;True;True;;;;
300012336;HYLA00012336;None;Russian Federation;2.3;62.2958;62.4875;33.7125;33.9208;62.3958;33.8125;False;False;True;True;True;;;;
300012341;HYLA00012341;None;Russian Federation;1.5;62.2458;62.3792;33.6542;33.8042;62.3042;33.7208;False;False;True;True;True;;;;
300012361;HYLA00012361;None;Russian Federation;1.5;62.1875;62.2958;43.2875;43.4375;62.2375;43.3625;False;False;True;True;True;;;;
300012394;HYLA00012394;None;Russian Federation;1.8;61.9375;62.1958;38.0625;38.5208;62.0653;38.2208;False;False;True;True;True;;;;
300012472;HYLA00012472;None;Russian Federation;3.3;61.6958;61.8708;32.8292;33.1458;61.7875;32.9875;False;False;True;True;True;;;;
300012491;HYLA00012491;None;Russian Federation;2.9;61.6375;61.8042;37.9875;38.2208;61.7347;38.0764;False;False;True;True;True;;;;
300012507;HYLA00012507;None;Russian Federation;2;61.4625;61.6292;32.5292;32.8708;61.5458;32.7486;False;False;True;True;True;;;;
300012654;HYLA00012654;None;Russian Federation;2.3;60.7208;60.8958;30.0958;30.3958;60.8014;30.1847;False;False;True;True;True;;;;
300012946;HYLA00012946;None;Russian Federation;3.4;58.7042;58.8542;42.5125;42.7292;58.7792;42.6125;False;False;True;True;True;;;;
300012969;HYLA00012969;None;Russian Federation;2.5;58.3375;58.4875;42.1125;42.4708;58.4208;42.3681;False;False;True;True;True;;;;
300013032;HYLA00013032;None;Russian Federation;1.8;57.3875;57.5042;33.2958;33.4458;57.4458;33.3708;False;False;True;True;True;;;;
300013091;HYLA00013091;None;Russian Federation;3.2;56.6875;56.8458;38.6792;38.8792;56.7625;38.7875;False;False;True;True;True;;;;
300013149;HYLA00013149;None;Russian Federation;1.5;56.0708;56.2208;28.3708;28.5375;56.1292;28.4375;False;False;True;True;True;;;;
300013161;HYLA00013161;None;Russian Federation;1.9;56.0042;56.2125;31.0542;31.3708;56.0653;31.2708;False;False;True;True;True;;;;
300013186;HYLA00013186;None;Russian Federation;2.2;55.8208;56.0208;34.8375;35.1542;55.8875;35.0542;False;False;True;True;True;;;;
300014150;HYLA00014150;None;Russian Federation;1.5;45.8208;45.9708;37.8958;38.0292;45.9042;37.9625;False;False;True;True;True;;;;
300014180;HYLA00014180;None;Russian Federation;1.5;45.6292;45.7375;41.6125;41.7458;45.6792;41.6875;False;False;True;True;True;;;;
300014249;HYLA00014249;None;Russian Federation;2.2;44.9542;45.1208;41.6625;41.8375;45.0625;41.7625;False;False;True;True;True;;;;
300014300;HYLA00014300;None;Russian Federation;2.8;44.1625;44.2958;42.1875;42.3708;44.2292;42.2625;False;False;True;True;True;;;;
50;GLWD00000050;Peipus;"Russian Federation;Estonia";20.6;57.7792;59.0708;26.9125;28.2958;58.8208;27.4208;True;False;True;True;True;;;;
1632;GLWD00001632;Narvskoye-Vodokhranilishche;"Russian Federation;Estonia";3.1;59.1375;59.3875;27.9625;28.5208;59.2986;28.1764;False;False;True;True;True;;;;
100000001;GLBL00000001;Curonian;"Russian Federation;Lithuania";14.9;54.8542;55.7458;20.4708;21.3375;55.0347;20.9792;False;False;True;True;True;;;;
1562;GLWD00001562;Almendra;Spain;1.9;41.1208;41.3542;-6.3708;-6.0375;41.2569;-6.2819;False;False;True;True;True;;;;
3109;GLWD00003109;Ebro;Spain;2.5;42.9375;43.0792;-4.1375;-3.8208;43.0153;-3.9181;False;False;True;True;True;;;;
3566;GLWD00003566;Iznajar;Spain;1.2;37.1958;37.3375;-4.4208;-4.1792;37.2819;-4.3486;False;False;True;True;True;;;;
8527;GLWD00008527;Cuerda-Del-Pozo;Spain;1;41.7958;41.9292;-2.8625;-2.6708;41.8542;-2.7458;False;False;True;True;True;;;;
10679;GLWD00010679;ALBUFERA-Lagoon;Spain;1.8;39.2708;39.4125;-0.4292;-0.2792;39.3375;-0.3625;False;False;True;True;True;;;;
18140;GLWD00018140;Rosarito;Spain;1;40.0458;40.1542;-5.3708;-5.2458;40.1042;-5.3125;False;False;True;True;True;;;;
300014723;HYLA00014723;None;Spain;1.7;37.9292;38.0625;-0.7875;-0.6625;38.0042;-0.7292;False;False;True;True;True;;;;
29;GLWD00000029;Vanern;Sweden;20.3;58.3125;59.4542;12.2542;14.1875;59.0514;13.5931;True;True;True;True;True;;;;
95;GLWD00000095;Vattern;Sweden;9.9;57.7458;58.9208;14.0708;15.0625;58.5458;14.7069;True;False;True;True;True;;;;
163;GLWD00000163;Malaren;Sweden;2.7;59.1708;59.6875;16.0125;18.1875;59.4931;16.7625;False;False;True;True;True;;;;
387;GLWD00000387;Hjälmaren;Sweden;4.7;59.0958;59.3625;15.2208;16.4542;59.2319;15.8681;True;False;True;True;True;;;;
393;GLWD00000393;Storsjön;Sweden;5.6;62.7375;63.4292;13.6958;14.8542;63.2236;14.2764;False;False;True;True;True;;;;
654;GLWD00000654;Siljan;Sweden;5.4;60.6792;61.0458;14.4458;15.1542;60.8653;14.7597;False;False;True;True;True;;;;
710;GLWD00000710;Uddjaur;Sweden;2.8;65.7958;66.1542;17.2542;18.0458;66.0264;17.7264;False;False;True;True;True;;;;
758;GLWD00000758;Hornavan;Sweden;2.6;66.0042;66.4792;16.9208;18.2458;66.1764;17.7153;False;False;True;True;True;;;;
811;GLWD00000811;Stora-Lulevatten;Sweden;2.2;66.9208;67.5625;18.1708;19.8708;67.2181;19.1931;False;False;True;True;True;;;;
1028;GLWD00001028;Bolmen;Sweden;2.7;56.7292;57.1208;13.5542;13.8875;56.8653;13.6986;False;False;True;True;True;;;;
1423;GLWD00001423;Skagern;Sweden;4.1;58.8625;59.1125;14.0875;14.4208;58.9653;14.2931;False;False;True;True;True;;;;
1679;GLWD00001679;Ekoln;Sweden;1.6;59.4458;59.8292;17.3542;17.8875;59.7458;17.6097;False;False;True;True;True;;;;
1831;GLWD00001831;Glafsfjorden;Sweden;2.2;59.3208;59.7125;12.3875;12.8875;59.5486;12.6597;False;False;True;True;True;;;;
1893;GLWD00001893;Roxen;Sweden;2.9;58.4042;58.5792;15.4958;16.0125;58.5125;15.6236;False;False;True;True;True;;;;
1984;GLWD00001984;Unden;Sweden;3.8;58.6458;58.8875;14.3125;14.5875;58.7931;14.4458;False;False;True;True;True;;;;
2336;GLWD00002336;Norra-Dellen;Sweden;2.9;61.7792;61.9625;16.5042;16.9042;61.8931;16.6931;False;False;True;True;True;;;;
2358;GLWD00002358;Glan;Sweden;3.3;58.5458;58.7292;15.8042;16.1208;58.6208;15.9653;False;False;True;True;True;;;;
2473;GLWD00002473;Storsjön;Sweden;2.5;60.4792;60.6542;16.5625;16.9292;60.5653;16.7097;False;False;True;True;True;;;;
2798;GLWD00002798;Runn;Sweden;1.8;60.4292;60.6292;15.5042;15.8042;60.5681;15.7153;False;False;True;True;True;;;;
3281;GLWD00003281;Orsasjön;Sweden;2.5;60.9875;61.1708;14.4542;14.6542;61.0819;14.5486;False;False;True;True;True;;;;
5729;GLWD00005729;Åmänningen;Sweden;1.5;59.8542;60.0042;15.8708;16.0625;59.9458;15.9792;False;False;True;True;True;;;;
6785;GLWD00006785;Erken;Sweden;1.5;59.7875;59.8958;18.4375;18.6875;59.8458;18.5764;False;False;True;True;True;;;;
7434;GLWD00007434;Norra-Barken;Sweden;1;60.0292;60.1958;15.3875;15.6125;60.1208;15.5042;False;False;True;True;True;;;;
300001098;HYLA00001098;Torrojen;Sweden;2.1;63.7292;64.0292;12.7042;13.1458;63.8708;12.9931;False;False;True;True;True;;;;
300011663;HYLA00011663;None;Sweden;1.9;66.9375;67.1292;18.1208;18.6375;67.0542;18.4875;False;False;True;True;True;;;;
300011704;HYLA00011704;None;Sweden;1.5;66.6042;66.8042;18.2458;18.9125;66.6625;18.7653;False;False;True;True;True;;;;
300012120;HYLA00012120;None;Sweden;2.4;63.5542;63.7125;12.4042;12.6958;63.6292;12.5792;False;False;True;True;True;;;;
300012316;HYLA00012316;None;Sweden;1.5;62.3542;62.5375;15.1875;15.4958;62.4125;15.3458;False;False;True;True;True;;;;
300012482;HYLA00012482;None;Sweden;2.2;61.7125;61.8958;16.5375;16.8875;61.8042;16.7292;False;False;True;True;True;;;;
300012879;HYLA00012879;None;Sweden;1.6;59.2708;59.4125;12.1458;12.3125;59.3458;12.2292;False;False;True;True;True;;;;
300013003;HYLA00013003;None;Sweden;1.7;57.8042;58.0125;12.2792;12.5458;57.9097;12.4486;False;False;True;True;True;;;;
300013043;HYLA00013043;Rusken;Sweden;1.4;57.1542;57.3542;14.2708;14.4375;57.2875;14.3458;False;False;True;True;True;;;;
300013070;HYLA00013070;Vidöstern;Sweden;1.1;56.9375;57.0958;13.9125;14.0542;57.0125;13.9792;True;False;True;True;True;;;;
300013104;HYLA00013104;None;Sweden;1.2;56.5292;56.7458;14.0375;14.2792;56.6597;14.2097;True;False;True;True;True;;;;
300013120;HYLA00013120;None;Sweden;2;56.3542;56.4792;14.7792;14.9458;56.4208;14.8625;False;False;True;True;True;;;;
300013156;HYLA00013156;None;Sweden;1.8;56.0125;56.2042;14.3125;14.5542;56.0708;14.4042;False;False;True;True;True;;;;
300013175;HYLA00013175;None;Sweden;1.9;55.9208;56.0542;14.1292;14.2875;55.9792;14.2208;False;False;True;True;True;;;;
300013178;HYLA00013178;None;Sweden;1.5;55.8375;55.9542;13.3958;13.5542;55.8958;13.4625;False;False;True;True;True;;;;
300013182;HYLA00013182;Östra Ringsjön;Sweden;2;55.8042;55.9458;13.4625;13.6375;55.8625;13.5542;False;False;True;True;True;;;;
594;GLWD00000594;Torneträsk;"Sweden;Norway";3.6;68.1292;68.5292;18.5708;20.1208;68.4125;18.7847;False;False;True;True;True;;;;
300011976;HYLA00011976;Kvarnbergsvattnet;"Sweden;Norway";1.8;64.4708;64.6792;13.6708;14.1958;64.5736;13.9625;False;False;True;True;True;;;;
300012051;HYLA00012051;None;"Sweden;Norway";1.6;64.0125;64.1375;12.9625;13.1375;64.0708;13.0458;False;False;True;True;True;;;;
327;GLWD00000327;Geneva;Switzerland;6.2;46.1708;46.5542;6.1125;6.9708;46.4569;6.5847;True;False;True;True;True;;;;
893;GLWD00000893;Neuchatel;Switzerland;3.6;46.7458;47.0458;6.5958;7.0875;46.9569;6.9375;True;False;True;True;True;;;;
300001248;HYLA00001248;Luzern;Switzerland;1.9;46.8542;47.1208;8.2458;8.6625;47.0208;8.3764;True;False;True;True;True;;;;
300014052;HYLA00014052;None;Switzerland;1.6;46.6208;46.7792;7.5958;7.8625;46.6875;7.7208;False;False;True;True;True;;;;
51;GLWD00000051;Van;Turkey;17.7;38.2708;39.0458;42.2542;43.6958;38.6292;42.7292;True;True;True;True;True;;;;
267;GLWD00000267;Beysehir;Turkey;8.1;37.5458;38.0125;31.2708;31.7542;37.7069;31.5486;True;True;True;True;True;;;;
318;GLWD00000318;Keban Baraji;Turkey;3.9;38.5542;39.1792;38.5875;39.8625;38.6569;39.5069;True;False;True;True;True;;;;
390;GLWD00000390;Egirdir;Turkey;6.6;37.8042;38.3125;30.7042;31.0042;37.9931;30.8875;True;False;True;True;True;;;;
542;GLWD00000542;Karakaya;Turkey;2.7;38.1875;38.7958;38.1708;39.2125;38.5069;38.4181;True;False;True;True;True;;;;
552;GLWD00000552;Ak?ehir;Turkey;6.4;38.3958;38.6542;31.2625;31.6042;38.5069;31.4181;False;False;True;True;True;;;;
634;GLWD00000634;Iznik;Turkey;5.6;40.3458;40.5458;29.2958;29.7542;40.4375;29.5125;True;False;True;True;True;;;;
881;GLWD00000881;Burdur;Turkey;4.3;37.5958;37.8542;30.0042;30.3792;37.7264;30.1653;False;False;True;True;True;;;;
1110;GLWD00001110;Hirfanli;Turkey;4;38.9875;39.3125;33.4125;33.9708;39.1931;33.5569;False;False;True;True;True;;;;
1145;GLWD00001145;Kus;Turkey;5.1;40.1042;40.2875;27.8042;28.1042;40.1958;27.9958;False;False;True;True;True;;;;
1236;GLWD00001236;Ulubat;Turkey;3.7;40.0792;40.2542;28.4125;28.7625;40.1542;28.6292;False;False;True;True;True;;;;
1518;GLWD00001518;Cildir;Turkey;4.4;40.9125;41.1458;43.0958;43.3625;41.0597;43.2458;False;False;True;True;True;;;;
1840;GLWD00001840;Ercek;Turkey;4.3;38.5625;38.7792;43.4875;43.6875;38.6847;43.5764;False;False;True;True;True;;;;
300000140;HYLA00000140;Tuz;Turkey;13.9;38.3958;39.1792;33.0458;33.7542;38.6236;33.5208;False;False;True;True;True;;;;
300014510;HYLA00014510;None;Turkey;2;40.6542;40.7792;30.1125;30.3625;40.7208;30.2792;False;False;True;True;True;;;;
300014657;HYLA00014657;None;Turkey;2.5;38.8042;38.9458;42.1792;42.3792;38.8625;42.2958;False;False;True;True;True;;;;
300014682;HYLA00014682;Hazar;Turkey;2.7;38.4042;38.5708;39.2542;39.5458;38.5014;39.4375;False;False;True;True;True;;;;
300014741;HYLA00014741;None;Turkey;3.1;37.4708;37.6292;29.6042;29.7542;37.5542;29.6792;False;False;True;True;True;;;;
300014784;HYLA00014784;None;Turkey;1.7;36.9958;37.1875;35.1625;35.3958;37.0819;35.2903;False;False;True;True;True;;;;
300014802;HYLA00014802;None;Turkey;2.2;36.8292;36.9958;28.5542;28.7708;36.9375;28.6819;False;False;True;True;True;;;;
79;GLWD00000079;Kakhovskoye;Ukraine;8.3;46.7292;47.8375;33.3208;35.4042;47.4958;34.0597;False;False;True;True;True;;;;
85;GLWD00000085;Syvash;Ukraine;8;45.2208;46.3292;33.6125;35.5042;45.4208;35.1625;True;False;True;True;True;;;;
87;GLWD00000087;Kremenshugskoye;Ukraine;9.9;48.9458;49.6208;31.8708;33.3625;49.2347;32.7819;True;True;True;True;True;;;;
361;GLWD00000361;Dnieprodzerzhinsk;Ukraine;4;48.4958;49.0625;33.4792;34.6125;48.8403;34.0236;False;False;True;True;True;;;;
436;GLWD00000436;Kyivs'Ke-Reservoir;Ukraine;6.3;50.5375;51.2958;30.2542;30.6292;50.7847;30.4597;False;False;True;True;True;;;;
471;GLWD00000471;Kanivs'Ke;Ukraine;5.2;49.7042;50.2625;30.6875;31.6208;49.9097;31.4875;False;False;True;True;True;;;;
840;GLWD00000840;Yalpug;Ukraine;3.7;45.2208;45.7125;28.5458;28.7792;45.2986;28.6653;False;False;True;True;True;;;;
894;GLWD00000894;Molochnoye;Ukraine;4.2;46.3375;46.7458;35.2375;35.5375;46.5042;35.3514;False;False;True;True;True;;;;
2408;GLWD00002408;Sasyk;Ukraine;3.3;45.1125;45.2875;33.3542;33.6458;45.1958;33.4958;False;False;True;True;True;;;;
2803;GLWD00002803;Kotlabukh;Ukraine;2.8;45.3625;45.6208;28.9125;29.0875;45.4264;28.9903;False;False;True;True;True;;;;
3309;GLWD00003309;Kytai;Ukraine;1.8;45.4458;45.7292;29.0792;29.2625;45.5014;29.1431;False;False;True;True;True;;;;
300001256;HYLA00001256;Khadzhideyskiy;Ukraine;1.6;46.5042;46.9042;30.3792;30.7375;46.6542;30.5431;False;False;True;True;True;;;;
300013668;HYLA00013668;None;Ukraine;1.5;51.6042;51.7125;24.2375;24.3792;51.6625;24.3042;False;False;True;True;True;;;;
300013676;HYLA00013676;None;Ukraine;1.7;51.4625;51.5875;23.6625;23.8042;51.5208;23.7375;False;False;True;True;True;;;;
300013767;HYLA00013767;None;Ukraine;1.6;50.2292;50.3542;26.5042;26.6625;50.2958;26.5792;False;False;True;True;True;;;;
300013821;HYLA00013821;None;Ukraine;1.5;49.5042;49.6208;36.4458;36.5958;49.5708;36.5125;False;False;True;True;True;;;;
300013927;HYLA00013927;None;Ukraine;1.5;48.4125;48.7708;26.3542;27.6125;48.6042;26.9792;False;False;True;True;True;;;;
300013995;HYLA00013995;None;Ukraine;1.7;47.4792;47.6042;33.5625;33.6958;47.5375;33.6292;False;False;True;True;True;;;;
509;GLWD00000509;Dniester-Estuary;"Ukraine;Moldova Republic of";4.9;46.0375;46.4375;30.0542;30.5458;46.3347;30.1708;False;False;True;True;True;;;;
2129;GLWD00002129;Kahul;"Ukraine;Moldova Republic of";3.5;45.2958;45.5542;28.2708;28.4792;45.3681;28.3986;False;False;True;True;True;;;;
481;GLWD00000481;Neagh;United Kingdom;6.6;54.4542;54.7875;-6.6458;-6.1958;54.5931;-6.4153;False;False;True;True;True;;;;
1526;GLWD00001526;Erne;United Kingdom;2.5;54.2708;54.5708;-8.0542;-7.5458;54.4875;-7.8097;False;False;True;True;True;;;;
2516;GLWD00002516;Lomond;United Kingdom;1.5;55.9708;56.3458;-4.7542;-4.4792;56.0708;-4.5792;False;False;True;True;True;37;70.73;2.62;
3114;GLWD00003114;Ness;United Kingdom;1.2;57.1042;57.4542;-4.7125;-4.2958;57.3792;-4.3597;False;False;True;True;True;;;;
4947;GLWD00004947;Erne-Lough;United Kingdom;1.2;54.0958;54.3042;-7.6542;-7.3875;54.2458;-7.5708;False;False;True;True;True;;;;
12262;GLWD00012262;Leven;United Kingdom;1.5;56.1375;56.2625;-3.4542;-3.2958;56.2042;-3.3792;False;False;True;True;True;;;;
18089;GLWD00018089;Macnean-Lough;United Kingdom;0.6;54.2458;54.3375;-7.9042;-7.7625;54.2875;-7.8458;False;False;False;True;True;;;;
164651;GLWD00164651;Portmore-Lough;United Kingdom;0.5;54.5125;54.6042;-6.3292;-6.2292;54.5625;-6.2792;False;False;False;True;True;;;;
100000004;GLBL00000004;Lough-Mourne;United Kingdom;0.2;54.7208;54.8042;-5.8458;-5.7625;54.7625;-5.8042;False;False;False;True;True;;;;
